見出し,読み,原型,品詞,品詞細分類,意味情報,章ラベル,章番号,文番号
わたし,わたし,わたし,名詞,普通名詞,代表表記:私/わたし カテゴリ:人 漢字読み:訓,< 章なし >,0,0
は,は,は,助詞,副助詞,NIL,< 章なし >,0,0
そのころ,そのころ,そのころ,名詞,時相名詞,代表表記:その頃/そのころ カテゴリ:時間,< 章なし >,0,0
世田谷,せたがや,世田谷,名詞,地名,代表表記:世田谷/せたがや 地名:日本:東京都:区,< 章なし >,0,0
警察,けいさつ,警察,名詞,普通名詞,代表表記:警察/けいさつ ドメイン:政治 カテゴリ:組織・団体;場所-施設 組織名末尾,< 章なし >,0,0
署,しょ,署,名詞,普通名詞,代表表記:署/しょ ドメイン:政治 カテゴリ:場所-施設 漢字読み:音 組織名末尾,< 章なし >,0,0
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,0
刑事,けいじ,刑事,名詞,普通名詞,代表表記:刑事/けいじ ドメイン:政治 カテゴリ:人 人名末尾,< 章なし >,0,0
でした,でした,だ,判定詞,*,NIL,< 章なし >,0,0
。,。,。,特殊,句点,NIL,< 章なし >,0,0
自殺,じさつ,自殺,名詞,サ変名詞,代表表記:自殺/じさつ ドメイン:家庭・暮らし カテゴリ:抽象物 反義:名詞-サ変名詞:他殺/たさつ,< 章なし >,0,1
した,した,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,< 章なし >,0,1
の,の,の,名詞,形式名詞,NIL,< 章なし >,0,1
は,は,は,助詞,副助詞,NIL,< 章なし >,0,1
管,かん,管,名詞,普通名詞,代表表記:管/かん カテゴリ:人工物-その他 漢字読み:音,< 章なし >,0,1
内,ない,内,接尾辞,名詞性名詞接尾辞,代表表記:内/ない,< 章なし >,0,1
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,1
Ｓ,Ｓ,Ｓ,特殊,記号,NIL,< 章なし >,0,1
町,ちょう,町,接尾辞,名詞性特殊接尾辞,代表表記:町/ちょう カテゴリ:組織・団体;場所-その他 準内容語 住所末尾,< 章なし >,0,1
に,に,に,助詞,格助詞,NIL,< 章なし >,0,1
住む,すむ,住む,動詞,*,代表表記:住む/すむ ドメイン:家庭・暮らし,< 章なし >,0,1
南田,南田,南田,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia姓,< 章なし >,0,1
収一,収一,収一,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia名,< 章なし >,0,1
と,と,と,助詞,格助詞,NIL,< 章なし >,0,1
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,< 章なし >,0,1
三十八,三十八,三十八,名詞,数詞,カテゴリ:数量 未知語:数字,< 章なし >,0,1
才,さい,才,接尾辞,名詞性名詞助数辞,代表表記:才/さい 準内容語,< 章なし >,0,1
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,1
男,おとこ,男,名詞,普通名詞,代表表記:男/おとこ カテゴリ:人 漢字読み:訓,< 章なし >,0,1
です,です,だ,判定詞,*,NIL,< 章なし >,0,1
。,。,。,特殊,句点,NIL,< 章なし >,0,1
妙な,みょうな,妙だ,形容詞,*,代表表記:妙だ/みょうだ,< 章なし >,0,2
話,はなし,話,名詞,サ変名詞,代表表記:話/はなし カテゴリ:抽象物 動詞派生:話す/はなす 漢字読み:訓,< 章なし >,0,2
です,です,だ,判定詞,*,NIL,< 章なし >,0,2
が,が,が,助詞,接続助詞,NIL,< 章なし >,0,2
、,、,、,特殊,読点,NIL,< 章なし >,0,2
この,この,この,指示詞,連体詞形態指示詞,NIL,< 章なし >,0,2
南田,南田,南田,名詞,人名,自動獲得:Wikipedia 読み不明 Wikipedia人名 Wikipedia姓,< 章なし >,0,2
と,と,と,助詞,格助詞,NIL,< 章なし >,0,2
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,< 章なし >,0,2
男,おとこ,男,名詞,普通名詞,代表表記:男/おとこ カテゴリ:人 漢字読み:訓,< 章なし >,0,2
は,は,は,助詞,副助詞,NIL,< 章なし >,0,2
自分,じぶん,自分,名詞,普通名詞,代表表記:自分/じぶん カテゴリ:人 修飾（デ格）,< 章なし >,0,2
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,2
妻,つま,妻,名詞,普通名詞,代表表記:妻/つま ドメイン:家庭・暮らし カテゴリ:人 漢字読み:訓,< 章なし >,0,2
に,に,に,助詞,格助詞,NIL,< 章なし >,0,2
失恋,しつれん,失恋,名詞,サ変名詞,代表表記:失恋/しつれん ドメイン:家庭・暮らし カテゴリ:抽象物,< 章なし >,0,2
して,して,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,< 章なし >,0,2
自殺,じさつ,自殺,名詞,サ変名詞,代表表記:自殺/じさつ ドメイン:家庭・暮らし カテゴリ:抽象物 反義:名詞-サ変名詞:他殺/たさつ,< 章なし >,0,2
した,した,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,< 章なし >,0,2
のです,のです,のだ,助動詞,*,NIL,< 章なし >,0,2
。,。,。,特殊,句点,NIL,< 章なし >,0,2
「,「,「,特殊,括弧始,NIL,< 章なし >,0,3
おれ,おれ,おれ,名詞,普通名詞,代表表記:俺/おれ カテゴリ:人,< 章なし >,0,3
は,は,は,助詞,副助詞,NIL,< 章なし >,0,3
死に,しに,死ぬ,動詞,*,代表表記:死ぬ/しぬ ドメイン:家庭・暮らし 反義:動詞:産まれる/うまれる;動詞:生まれる/うまれる,< 章なし >,0,3
たい,たい,たい,接尾辞,形容詞性述語接尾辞,代表表記:たい/たい,< 章なし >,0,3
。,。,。,特殊,句点,NIL,< 章なし >,0,3
それとも,それとも,それとも,接続詞,*,代表表記:それとも/それとも,< 章なし >,0,4
、,、,、,特殊,読点,NIL,< 章なし >,0,4
あいつ,あいつ,あいつ,名詞,普通名詞,代表表記:あいつ/あいつ カテゴリ:人,< 章なし >,0,4
を,を,を,助詞,格助詞,NIL,< 章なし >,0,4
殺して,ころして,殺す,動詞,*,代表表記:殺す/ころす 反義:動詞:生かす/いかす,< 章なし >,0,4
しまい,しまい,しまう,接尾辞,動詞性接尾辞,代表表記:しまう/しまう,< 章なし >,0,4
たい,たい,たい,接尾辞,形容詞性述語接尾辞,代表表記:たい/たい,< 章なし >,0,4
。,。,。,特殊,句点,NIL,< 章なし >,0,4
おい,おい,おい,感動詞,*,代表表記:オイ/おい,< 章なし >,0,5
、,、,、,特殊,読点,NIL,< 章なし >,0,5
笑って,わらって,笑う,動詞,*,代表表記:笑う/わらう 反義:動詞:泣く/なく,< 章なし >,0,5
くれ,くれ,くれる,接尾辞,動詞性接尾辞,代表表記:くれる/くれる,< 章なし >,0,5
。,。,。,特殊,句点,NIL,< 章なし >,0,5
おれ,おれ,おれ,名詞,普通名詞,代表表記:俺/おれ カテゴリ:人,< 章なし >,0,6
は,は,は,助詞,副助詞,NIL,< 章なし >,0,6
女房,にょうぼう,女房,名詞,普通名詞,代表表記:女房/にょうぼう ドメイン:家庭・暮らし カテゴリ:人,< 章なし >,0,6
のみ,のみ,のみ,助詞,副助詞,NIL,< 章なし >,0,6
や,や,や,助詞,接続助詞,NIL,< 章なし >,0,6
子,こ,子,名詞,普通名詞,代表表記:子/こ ドメイン:家庭・暮らし カテゴリ:人 漢字読み:訓,< 章なし >,0,6
に,に,に,助詞,格助詞,NIL,< 章なし >,0,6
ほれて,ほれて,ほれる,動詞,*,代表表記:彫れる/ほれる 可能動詞:彫る/ほる ドメイン:文化・芸術,< 章なし >,0,6
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,< 章なし >,0,6
のだ,のだ,のだ,助動詞,*,NIL,< 章なし >,0,6
。,。,。,特殊,句点,NIL,< 章なし >,0,6
ほれてほれて,ほれてほれて,ほれてほれて,副詞,*,自動認識 未知語:擬音語擬態語 する連続可能,< 章なし >,0,7
ほれ,ほれ,ほれ,名詞,普通名詞,代表表記:惚れ/ほれv 連用形名詞化:惚れる/ほれる,< 章なし >,0,7
ぬいて,ぬいて,ぬく,動詞,*,代表表記:抜く/ぬく 自他動詞:自:抜ける/ぬける 付属動詞候補（基本）,< 章なし >,0,7
いる,いる,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,< 章なし >,0,7
のだ,のだ,のだ,助動詞,*,NIL,< 章なし >,0,7
。,。,。,特殊,句点,NIL,< 章なし >,0,7
だが,だが,だが,接続詞,*,代表表記:だが/だが,< 章なし >,0,8
、,、,、,特殊,読点,NIL,< 章なし >,0,8
あいつ,あいつ,あいつ,名詞,普通名詞,代表表記:あいつ/あいつ カテゴリ:人,< 章なし >,0,8
は,は,は,助詞,副助詞,NIL,< 章なし >,0,8
おれ,おれ,おれ,名詞,普通名詞,代表表記:俺/おれ カテゴリ:人,< 章なし >,0,8
を,を,を,助詞,格助詞,NIL,< 章なし >,0,8
少しも,すこしも,少しも,副詞,*,代表表記:少しも/すこしも,< 章なし >,0,8
愛して,あいして,愛す,動詞,*,代表表記:愛す/あいす 反義:動詞:憎む/にくむ 同義:動詞:愛する/あいする,< 章なし >,0,8
くれ,くれ,くれる,接尾辞,動詞性接尾辞,代表表記:くれる/くれる,< 章なし >,0,8
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,< 章なし >,0,8
。,。,。,特殊,句点,NIL,< 章なし >,0,8
なんでも,なんでも,なんでも,副詞,*,代表表記:何でも/なんでも スル接続可能,< 章なし >,0,9
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,< 章なし >,0,9
こと,こと,こと,名詞,形式名詞,NIL,< 章なし >,0,9
は,は,は,助詞,副助詞,NIL,< 章なし >,0,9
きく,きく,きく,動詞,*,代表表記:利く/きく,< 章なし >,0,9
、,、,、,特殊,読点,NIL,< 章なし >,0,9
ちっとも,ちっとも,ちっとも,副詞,*,代表表記:ちっとも/ちっとも,< 章なし >,0,9
反抗,はんこう,反抗,名詞,サ変名詞,代表表記:反抗/はんこう カテゴリ:抽象物 反義:名詞-サ変名詞:服従/ふくじゅう,< 章なし >,0,9
は,は,は,助詞,副助詞,NIL,< 章なし >,0,9
し,し,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,< 章なし >,0,9
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,< 章なし >,0,9
。,。,。,特殊,句点,NIL,< 章なし >,0,9
だが,だが,だが,接続詞,*,代表表記:だが/だが,< 章なし >,0,10
、,、,、,特殊,読点,NIL,< 章なし >,0,10
これっ,これ,これ,指示詞,名詞形態指示詞,非標準表記:DHL,< 章なし >,0,10
ぽっち,ぽち,ぽち,名詞,普通名詞,代表表記:ぽち/ぽち 自動獲得:テキスト 副詞識別 非標準表記:DH,< 章なし >,0,10
も,も,も,助詞,副助詞,NIL,< 章なし >,0,10
おれ,おれ,おれ,名詞,普通名詞,代表表記:俺/おれ カテゴリ:人,< 章なし >,0,10
を,を,を,助詞,格助詞,NIL,< 章なし >,0,10
愛して,あいして,愛す,動詞,*,代表表記:愛す/あいす 反義:動詞:憎む/にくむ 同義:動詞:愛する/あいする,< 章なし >,0,10
は,は,は,助詞,副助詞,NIL,< 章なし >,0,10
い,い,いる,接尾辞,動詞性接尾辞,代表表記:いる/いる,< 章なし >,0,10
ない,ない,ない,接尾辞,形容詞性述語接尾辞,代表表記:ない/ない,< 章なし >,0,10
のだ,のだ,のだ,助動詞,*,NIL,< 章なし >,0,10
。,。,。,特殊,句点,NIL,< 章なし >,0,10
よく,よく,よく,副詞,*,代表表記:良く/よく,< 章なし >,0,11
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,< 章なし >,0,11
だろう,だろう,だろう,助動詞,*,NIL,< 章なし >,0,11
、,、,、,特殊,読点,NIL,< 章なし >,0,11
天井,てんじょう,天井,名詞,普通名詞,代表表記:天井/てんじょう ドメイン:家庭・暮らし カテゴリ:場所-施設部位,< 章なし >,0,11
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,11
フシアナ,フシアナ,フシアナ,未定義語,カタカナ,未知語:カタカナ 品詞推定:名詞,< 章なし >,0,11
を,を,を,助詞,格助詞,NIL,< 章なし >,0,11
かぞえる,かぞえる,かぞえる,動詞,*,代表表記:数える/かぞえる,< 章なし >,0,11
って,って,って,助詞,副助詞,NIL,< 章なし >,0,11
。,。,。,特殊,句点,NIL,< 章なし >,0,11
あいつ,あいつ,あいつ,名詞,普通名詞,代表表記:あいつ/あいつ カテゴリ:人,< 章なし >,0,12
が,が,が,助詞,格助詞,NIL,< 章なし >,0,12
それ,それ,それ,指示詞,名詞形態指示詞,NIL,< 章なし >,0,12
な,な,だ,判定詞,*,NIL,< 章なし >,0,12
んだ,んだ,んだ,助動詞,*,NIL,< 章なし >,0,12
よ,よ,よ,助詞,終助詞,NIL,< 章なし >,0,12
。,。,。,特殊,句点,NIL,< 章なし >,0,12
『,『,『,特殊,括弧始,NIL,< 章なし >,0,13
おいっ,おい,おい,感動詞,*,代表表記:オイ/おい 非標準表記:DHL,< 章なし >,0,13
』,』,』,特殊,括弧終,NIL,< 章なし >,0,13
と,と,と,助詞,格助詞,NIL,< 章なし >,0,13
、,、,、,特殊,読点,NIL,< 章なし >,0,13
怒る,いかる,怒る,動詞,*,代表表記:怒る/いかる,< 章なし >,0,13
と,と,と,助詞,格助詞,NIL,< 章なし >,0,13
、,、,、,特殊,読点,NIL,< 章なし >,0,13
はっと,はっと,はっと,副詞,*,代表表記:ハッと/はっと スル接続可能,< 章なし >,0,13
した,した,する,動詞,*,代表表記:する/する 自他動詞:自:成る/なる 付属動詞候補（基本）,< 章なし >,0,13
ように,ように,ようだ,助動詞,*,NIL,< 章なし >,0,13
、,、,、,特殊,読点,NIL,< 章なし >,0,13
愛想,あいそ,愛想,名詞,普通名詞,代表表記:愛想/あいそ カテゴリ:抽象物,< 章なし >,0,13
よく,よく,よい,形容詞,*,代表表記:良い/よい 反義:形容詞:悪い/わるい,< 章なし >,0,13
する,する,する,接尾辞,動詞性接尾辞,代表表記:する/する,< 章なし >,0,13
