見出し,読み,原型,品詞,品詞細分類,意味情報,章ラベル,章番号,文番号
又,また,又,副詞,*,代表表記:又/また,< 章なし >,0,0
あす,あす,あす,名詞,時相名詞,代表表記:明日/あす カテゴリ:時間,< 章なし >,0,0
こ,こ,こ,名詞,普通名詞,代表表記:個/こ カテゴリ:抽象物 漢字読み:音,< 章なし >,0,0
へ,へ,へ,助詞,格助詞,NIL,< 章なし >,0,0
来た,来た,来る,動詞,*,代表表記:来る/くる 反義:動詞:帰る/かえる,< 章なし >,0,0
な,な,な,助詞,終助詞,NIL,< 章なし >,0,0
と,と,と,助詞,格助詞,NIL,< 章なし >,0,0
いう,いう,いう,動詞,*,代表表記:言う/いう 補文ト,< 章なし >,0,0
、,、,、,特殊,読点,NIL,< 章なし >,0,0
寒い,さむい,寒い,形容詞,*,代表表記:寒い/さむい 反義:形容詞:暑い/あつい,< 章なし >,0,0
様な,ような,様だ,助動詞,*,NIL,< 章なし >,0,0
魅力,みりょく,魅力,名詞,普通名詞,代表表記:魅力/みりょく カテゴリ:抽象物,< 章なし >,0,0
が,が,が,助詞,格助詞,NIL,< 章なし >,0,0
私,わたし,私,名詞,普通名詞,代表表記:私/わたし カテゴリ:人 漢字読み:訓,< 章なし >,0,0
を,を,を,助詞,格助詞,NIL,< 章なし >,0,0
戦,いくさ,戦,名詞,普通名詞,代表表記:戦/いくさ カテゴリ:抽象物 漢字読み:訓,< 章なし >,0,0
かせた,かせた,かせる,動詞,*,代表表記:化せる/かせる 可能動詞:化す/かす,< 章なし >,0,0
。,。,。,特殊,句点,NIL,< 章なし >,0,0
にぶ,にぶ,にぶい,形容詞,*,代表表記:鈍い/にぶい 反義:形容詞:鋭い/するどい,< 章なし >,0,1
色,いろ,色,名詞,普通名詞,代表表記:色/いろ カテゴリ:色 漢字読み:訓,< 章なし >,0,1
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,1
暗,あん,暗,名詞,普通名詞,代表表記:暗/あん カテゴリ:抽象物 漢字読み:音,< 章なし >,0,1
が,が,が,助詞,格助詞,NIL,< 章なし >,0,1
私,わたし,私,名詞,普通名詞,代表表記:私/わたし カテゴリ:人 漢字読み:訓,< 章なし >,0,1
の,の,の,助詞,接続助詞,NIL,< 章なし >,0,1
全,ぜん,全,接頭辞,名詞接頭辞,代表表記:全/ぜん 内容語,< 章なし >,0,1
世界,せかい,世界,名詞,普通名詞,代表表記:世界/せかい カテゴリ:場所-その他,< 章なし >,0,1
を,を,を,助詞,格助詞,NIL,< 章なし >,0,1
覆い,おおい,覆う,動詞,*,代表表記:覆う/おおう,< 章なし >,0,1
